report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
273766	490060		12/01/2008	11/30/2009	02/02/2012	01/24/2012	1	2009	v1996	151	207266461	63533723	143732738	61644703	6458699	1246100	73983621	4240	1969	981	11624385	51886	2949 WEST FRONT STREET	RICHLANDS	VA	24641	TAZEWELL	CLINCH VALLEY MEDICAL CENTER	8477767	.206577	3044729	767413	32754799	98118	4732045	136265	79817		5478185	225872	10515677	3252032	84938268	115914681	10277570	9155816
273767	490101		01/01/2009	12/31/2009	02/02/2012	02/02/2012	1	2009	v1996	182	438586092	238999101	199586991	207340532	58997534	8414198	153171568	15995	2800	1529	26998237		3600 JOSEPH SIEWICK DR	FAIRFAX	VA	22033	FAIRFAX	INOVA FAIR OAKS HOSPITAL	23618241	.418147	18409587	240146	104959781	1226638	53886338	13146910	3072744		45248137		150983795	19645106	220583300	218002792	32968400	29947035
273768	490104		07/01/2009	06/30/2010	02/02/2012	01/24/2012	1	2009	v1996	10	134588589	67880399	66708190	132285263	170172			23	6	1	22109		WEST WASINGTON STREET	PETERSBURG	VA	23803	DINWIDDIE	HIRAM W. DAVIS MEDICAL CENTER		.955862	2979403	10910794	27529499		59093029						24273950	6356336	135603531	138036	20679	16774
273769	490123		04/01/2009	03/31/2010	02/02/2012	01/30/2012	1	2009	v1996	65	64640788	32826312	31814476	33301220	2968880	939221	16626228	1591	1078	20	7489627	3473	101 HARRIS ROAD	KILMARNOCK	VA	22482-1449	LANCASTER	RAPPAHANNOCK GENERAL HOSPITAL	3011202	.462932	1422989	399150	9289927	547597	6412589	97440	2185513		12240049		16819289	4152804	22878360	35121023	7925662	7372176
273770	490134		07/01/2009	06/30/2010	02/02/2012	02/01/2012	1	2009	v1996	180	22219549	19635313	2584236	21785567	22219549			73	12	42	82097		5001 E. PATRICK HENRY HIGHWAY	BURKEVILLE	VA	23922-0427	NOTTOWAY	PIEDMONT GERIATRIC HOSPITAL		.952861	202076	3219356	3339557		6796915						5827169	1073147	22322062	101996	211556	198551
273771	510012		10/01/2008	09/30/2009	02/02/2012	01/31/2012	1	2009	v1996	94	153659472	66093287	87566185	67444194	3970745	5867970	28048460	3762	2251	769	8917732	15857	VALLEY DRIVE	POINT PLEASANT	WV	25550	MASON	PLEASANT VALLEY HOSPITAL		.355051	4657901	8776195	19532912	1735724	13048393	224412	5405482		26921311		23591288	7024118	42224036	80431273	8158900	7694617
273773	510039		01/01/2009	12/31/2009	02/02/2012	02/02/2012	1	2009	v1996	148	239417029	89856220	149560809	97189103	21800731	8402507	69949115	5306	1691	970	13869189	20004	2000 EOFF STREET	WHEELING	WV	26003	OHIO	OHIO VALLEY GENERAL HOSPITAL	11982172	.323592	2195763	1021744	20246841	751659	43491383		20971106		35847647		3570595	18979956	114444378	95216357	11030433	10339850
273775	510086		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	49	25918065	19593303	6324762	26903835	1244807	359626	3851076	747	290	210	3129634		454 MCDOWELL STREET	WELCH	WV	24801	MCDOWELL	WELCH COMMUNITY HOSPITAL	1258067	.949672		21310	4807875	576649	6125418		4153685		4933601		3711429	9233062	9146773	16359243	3888735	3755340
273780	370056		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	190	542379093	189194620	353184473	194548641	18287300	25637085	216480559	10175	4518	1942	45668620	38478	3401 W GORE	LAWTON	OK	73502	COMANCHE	COMANCHE COUNTY MEMORIAL HOSPITAL		.297125	4050764	13890724	79835996	4969137	53737170		13393905		65113153		77246430	34547198	265522345	178019447	40637413	37980413
273781	370078		05/01/2009	06/30/2010	02/02/2012	02/02/2012	5	2009	v1996	223	391875136	132356230	259518906	168305645	17312073	14296879	209985870	8692	2842	2690	37822462	637665	744 WEST 9TH STREET	TULSA	OK	74127	TULSA	OSU MEDICAL CENTER	33886427	.2643	6361614	56888297	5296560		9085		530895		525074		74209032	20886747	248001166	143873770	30003156	29419784
273782	320018		10/01/2008	09/30/2009	02/02/2012	02/02/2012	1	2009	v1996	286	522661530	219696400	302965130	162745389	52619875		235931708	10953	3392	1178	34595016	3019	2450 S. TELSHORE BLVD	LAS CRUCES	NM	88011-5076	DONA ANA	MEMORIAL MEDICAL CENTER	48512444	.263655	10056954	3608083	93690605	2711440	10579250	1027223			12597439	6166979	38563876	-14960887	287725959	222972840	32516031	29231947
273783	370149		10/01/2008	09/30/2009	02/02/2012	02/01/2012	1	2009	v1996	102	171027252	67197306	103829946	62568147	9062779	4417687	58379048	5223	2084	1141	16349107	18040	1102 WEST MACARTHUR	SHAWNEE	OK	74801	POTTAWATOMIE	UNITY HEALTH CENTER	17737262	.333037	5116936	4782644	35159325	338062	6985831		551966		26511740		19665131	7515066	74189932	91792632	14662280	13638821
273784	370032		11/01/2008	10/31/2009	02/02/2012	02/01/2012	1	2009	v1996	222	492947237	162804556	330142681	155918585	25276838	7769324	221473435	9067	3760	1362	31108647	44152	5501 PORTLAND	OKLAHOMA CITY	OK	73111-2209	OKLAHOMA	DEACONESS HOSPITAL	31941771	.234567	5385910	-1978486	120346642	215136	6562115	3697	104839		14514913	1115854	27173578	148424073	273597754	219349479	27726523	25015011
273785	320033		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	47	95071797	58885536	36186261	44240110	4513759		15131219	1235	454	73	5220172	19594	3917 WEST ROAD	LOS ALAMOS	NM	87544	LOS ALAMOS	LOS ALAMOS MEDICAL CENTER		.371235	5983551	407	29303334	5475	1518886	310002	234213		6584338	542783	4890338	5244847	19775265	65881848	4147678	3604532
273794	320009		03/01/2009	02/28/2010	02/02/2012	01/13/2012	1	2009	v1996	210	674482057	224346689	450135368	202263892	35023149	16821253	319815667	9544	2178	193	26513975	23130	601 DR. MARTIN LUTHER KING  JR. NE	ALBUQUERQUE	NM	87102	BERNALILLO	LOVELACE MEDICAL CENTER DOWNTOWN	9815140	.250881	4225194	124946	96218705	620801	14721866	219574	1692626		41607332	3378525	38275093	12688025	384514941	289079515	28042028	25614235
273795	050243		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	286	1891537057	324773366	1566763691	283557545	170806851	131220883	1041137110	16590	3319	3126	43452619	55220	1150 N. INDIAN CANYON DR	PALM SPRINGS	CA	92262	RIVERSIDE	DESERT HOSPITAL	62587277	.135893	3727640	186235	85177303	2883956	2907849	32704329	1803052	91006	45245968		78415394	27690841	1388639119	590410450	42454959	39620185
273796	050633		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	114	594439366	84814065	509625301	77440351	82953800	20955860	323594042	5710	2623	375	22763972	31128	1100 LAS TABLAS RD	TEMPLETON	CA	93465	SAN LUIS OBISPO	TWIN CITIES COMMUNITY HOSPITAL	6715837	.122281	3134255	625	80439434	531939	11952903	800258	816774	31995	17419127		15470066	6654236	426190264	169472027	28006851	25963247
273797	050689		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	123	638509130	139030127	499479003	125189672	80772517	24226379	296629975	4935	1480	100	19873541	53413	6001 NORRIS CANYON RD	SAN RAMON	CA	94583	CONTRA COSTA	SAN RAMON REG. MEDICAL CENTER	1360835	.182681	8183565	1330	64656382	7360863	18410402	238752	1020604	56196	24283400		24419825	13662536	401233308	248706467	27752334	26250197
273798	100053		06/01/2009	05/31/2010	02/02/2012	02/02/2012	1	2009	v1996	362	736277433	112000519	624276914	107556161	67855563	23725052	483116556	11842	3174	2933	39499298	26933	651 EAST 25TH STREET	HIALEAH	FL	33013	DADE	HIALEAH HOSPITAL	32239751	.141178	10729907	425	68738514	963541	16113748	426430	879470		24996957		23043840	9933318	561578249	160904537	30885412	28562007
273799	100287		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	333	530111570	109746944	420364626	110617125	41516395	12064269	280731846	8387	3401	745	31024025	21034	1309 NORTH FLAGLER DRIVE	WEST PALM BEACH	FL	33401	PALM BEACH	GOOD SAMARITAN HOSPITAL	13866684	.197003	11894115	343585	67554968	100965	6596218	254657	309835	33780	27726413		17946279	13664044	336847033	200262078	33013608	29587752
273800	100288		06/01/2009	05/31/2010	02/02/2012	02/02/2012	1	2009	v1996	373	1069673460	241209527	828463933	224770596	91342954	71360711	576079285	14539	1455	5753	22888001	104067	901 45TH STREET	WEST PALM BEACH	FL	33407	PALM BEACH	ST MARY S MEDICAL CENTER	200710007	.201795	8741894	227699	86568073	61133	9832227	84289	274667	55610	26747502		69701664	26289514	780886572	291793403	20375230	19334086
273802	450678		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	189	642231194	97191363	545039831	94990435	57058008	15149463	335770498	7663	2683	509	23930615	7457	9440 POPPY DRIVE	DALLAS	TX	75218	DALLAS	DOCTORS HOSPITAL AT WHITE ROCK LAKE	57824967	.139223	1831264	1150	21693613	2445325	19474951	360714	1393460	19576	21291941		14802631	7359132	406532302	237374847	23526431	22416637
273803	450839		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	54	24531808	3795920	20735888	6125132	2070756		7161067	840	433	39	2261029		602 HURST STREET	CENTER	TX	75935	SHELBY	SHELBY REGIONAL MEDICAL CENTER		.225098		222920									1677871	1135231	9839599	14692209	1562346	1451090
273804	060012		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	148	561264778	142935446	418329332	158742567	48374432	17775693	201497457	7538	2886	1217	28330399	13259	1008 MINNEQUA AVENUE	PUEBLO	CO	81004	PUEBLO	ST. MARY CORWIN MEDICAL CENTER	67657320	.215109	3463435	182675	79142003	708120	18224066	33652912		99498	52079868		47374172	17537872	285227587	280942232	29256500	27348629
273805	060015		07/01/2009	06/30/2010	02/02/2012	01/31/2012	1	2009	v1996	263	1272830748	321384625	951446123	311308503	64179379	77816159	644509955	11243	2668	1091	38195005	102831	4231 WEST 16TH AVENUE	DENVER	CO	80204	DENVER	ST. ANTHONY CENTRAL	121506268	.20052	10365424	603759	46407460	694809	33205439	63800994			50984645		84003860	40779826	828399879	402043722	39588612	37130566
273806	060113		07/01/2009	06/30/2010	02/02/2012	02/02/2012	2	2009	v1996	180	813333913	212095384	601238529	191310294	58242100	26628430	342918102	11743	2782	722	23807687	56341	7700 SOUTH BROADWAY	LITTLETON	CO	80122	ARAPAHOE	LITTLETON ADVENTIST HOSPITAL	49564654	.181446	7298040	227937	103511246	957022	29025511	14740208	24824013	19660			121855819	28162025	462746954	343604185	29736367	26422867
273809	060014		09/01/2009	08/31/2010	02/02/2012	02/02/2012	5	2009	v1996	368	1137759542	347171582	790587960	275607712	75443643	225501408	534205035	9827	2281	1737	38829647	35463	1719 E. 19TH. AVENUE	DENVER	CO	80218	DENVER	P/SL MEDICAL CENTER	12861617	.215322	9618893	1548608	159251892	4906823	83110810	5653222	8540385		58109615	22698645	64353947	22976365	832763265	311844036	41448248	35846381
273810	320083		10/01/2008	09/30/2009	02/02/2012	02/01/2012	1	2009	v1996	55	248392000	75062000	173330000	68879000	24157000		131419000	2907	1730	249	20829637	60052	504 ELM STREET  NE	ALBUQUERQUE	NM	87102	BERNALILLO	HEART HOSPITAL OF NEW MEXICO		.242037	1552068	12542000	25019000	72243	5172915				15045734		24820000	11214000	157848495	90543052	25682486	23175301
273811	450661		10/01/2008	09/30/2009	02/02/2012	02/02/2012	1	2009	v1996	186	384436023	180632218	203803805	153483747	17117575	32069811	206664347	9176	1235	4946	14806849	136062	520 EAST 6TH STREET	ODESSA	TX	79760	ECTOR	ODESSA REGIONAL HOSPITAL	1894381	.232465	10729161	-1029925	80360240								21600785	8199253	255851041	128121028	13161013	11127508
273812	450711		10/01/2008	09/30/2009	02/02/2012	02/02/2012	1	2009	v1996	320	833065607	160436590	672629017	134544624	670286950			15141	4810	2648	59741174	8689	101 EAST RIDGE ROAD	MCALLEN	TX	78503	HILDAGO	RIO GRANDE REGIONAL HOSPITAL	48701907	.15467	5245654	78187	63025279	2942258	13530118	374313	17846912		43561518	3527260	26719664	9531689	670333311	199713465	44828947	40370285
273813	450775		10/01/2008	09/30/2009	02/02/2012	02/02/2012	1	2009	v1996	157	729212853	173110808	556102045	128192971	48043778	30297061	363809107	9944	2551	550	24522879	49793	22999 HIGHWAY 59 NORTH	KINGWOOD	TX	77339	HARRIS COUNTY	KINGWOOD MEDICAL CENTER	28491155	.15974	15727802	53507	78382015	12959	17855519	2324536	5594313		21974350	1215679	23040547	9935232	444931642	284281212	25776885	22901916
273814	450713		11/01/2008	10/31/2009	02/02/2012	02/02/2012	1	2009	v1996	225	890982179	203266690	687715489	174625672	77009006	21390594	496209516	13328	5363	554	55603614	39114	901 WEST BEN WHITE BLVD	AUSTIN	TX	78704	TRAVIS	SOUTH AUSTIN HOSPITAL	90900773	.170374	3207822	15518	62213126	2459766	11811554	1656444	13857080		32004299	4407757	28191301	12667004	599645944	292923536	52714347	48628689
273815	370148		01/01/2009	12/31/2009	02/02/2012	02/02/2012	1	2009	v1996	75	214387649	63556010	150831639	64043934	5792403	5153049	64040300	2119	1055	121	8419232	5742	ONE SOUTH BRYANT	EDMOND	OK	73034	OKLAHOMA	EDMOND REGIONAL MEDICAL CENTER	5679490	.234209	762244	-11748	25034707	958344	10221230	481108	7083237		16863365	910007	11594622	3396505	85057409	135251143	11617315	10251861
273816	450634		01/01/2009	12/31/2009	02/02/2012	02/02/2012	1	2009	v1996	199	804844352	183558940	621285412	180219283	62483951	21872827	433700972	9517	3913	521	38419429	32382	3535 SOUTH I-35E	DENTON	TX	76210	DENTON	DENTON REGIONAL MED CENTER	53475783	.155003	1066985	28719	51138685	6830048	4897283	2989579	13670834		48284300	6874600	25226818	11083269	537243254	266520672	42492543	38371448
273817	450659		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	441	582180364	96555798	485624566	96963950	59448586	17947911	293127387	6570	1895	863	21174499	6873	1313 HERMANN DRIVE	HOUSTON	TX	77004	HARRIS	PARK PLAZA HOSPITAL	306504	.161949	1463775	19939	32594733	216750	32312545	412245	1735331	25840	35354463		12420284	8647921	368365607	209584328	22093916	20317722
273818	450853		01/01/2009	12/31/2009	02/02/2012	02/02/2012	2	2009	v1996	68	264892678	124338709	140553969	87669848	12165935	4245971	115416584	5730	462	10	5331909		5601 WARREN PARKWAY	FRISCO	TX	75034	COLLIN	BAYLOR MEDICAL CENTER AT FRISCO	6669954	.346914	2078463	7660314	66053816		29262645						29106703	12172768	131818891	133053518	8669463	7636768
273819	450877		01/01/2009	12/31/2009	02/02/2012	02/02/2012	1	2009	v1996	40	151166479	33445737	117720742	37392331	14072253		64193857	2205	990	78	8886297	85229	1416 GEORGE DIETER	EL PASO	TX	79936	EL PASO	EAST EL PASO PHYSICIANS MED CENTER		.216873	1256299	2317266	1280228						257576		13496524	8697715	78266110	72900372	10049947	8444140
273820	050570		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	400	1493885527	263659853	1230225674	257720864	127000446	54221217	929016336	18192	4438	1681	72561813	56754	17100 EUCLID AT WARNER	FOUNTAIN VALLEY	CA	92708	ORANGE	FOUNTAIN VALLEY REG MEDICAL CENTER	60478472	.164033	5004512	705	84318829	1104877	24404761	1574336	190237	62366	34614442		49421381	31408795	1120472028	374658232	63272771	59610606
273821	060016		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	55	131608528	50465262	81143266	49324267	10927161	4766570	36613414	2247	964	374	7230540	5748	1338 PHAY	CANON CITY	CO	81212	FREEMONT	ST. THOMAS MORE HOSPITAL	11676443	.277925		330744	26011156	30916	7378673	739549		150057	8513250		14780736	3519930	60336404	74729469	7925957	7448697
273822	060065		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	131	432570123	125914697	306655426	87159726	41770316	18534757	147948404	7970	1108	2284	10317163	12105	9191 GRANT ST	THORNTON	CO	80229	ADAMS	NORTH SUBURBAN MEDICAL CENTER	38026777	.187196	1191160		24469120	464897	27847311	271549	10722236		25749328		13600730	7681002	214077575	218492548	10637037	9687314
273823	060104		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	138	463246849	115986215	347260634	119073718	35305931	20672210	174637010	6785	1773	1137	18597178	10038	2551 WEST 84TH AVENUE	WESTMINISTER	CO	80030	ADAMS	ST. ANTHONY NORTH	44187948	.212494	3696016	42462	57401002	2472484	14756818	13311427			18863644		15757919	13628810	250741845	206195221	17784385	16730727
273824	060114		07/01/2009	06/30/2010	02/02/2012	02/02/2012	2	2009	v1996	106	534892264	150227167	384665097	121444069	24212743	23500614	225067518	7471	1356	759	14156083	43992	9395 CROWN CREST BLVD.	PARKER	CO	80138	DOUGLAS	PARKER ADVENTIST HOSPITAL	30576184	.186683	7022885	56418	125069142	2585918	19212095			42694	24334107		17506582	19484200	287439834	257304985	17139490	15343373
273825	100187		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	340	1315240691	226150414	1089090277	214896219	152542507	75650661	706932567	18791	4650	3652	59753468	198884	2001 W. 68TH STREET	HIALEAH	FL	33016	DADE	PALMETTO GENERAL HOSPITAL	19044912	.137287	11063506	12027	135692965	3503415	35521573	384733	8237897	86609	43325669		29591343	16835228	949603766	364395514	45170571	41925720
273826	100268		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	195	460248913	117118726	343130187	108803501	38021226	30122050	244281164	10502	2434	1221	17386427	22175	21644 STATE ROAD 7	BOCA RATON	FL	33428	PALM BEACH	WEST BOCA MEDICAL CENTER	13183485	.233583	5186825	49971	55197903	503256	11165164	3304954	4985056	14323	29336742		24325679	13430748	307221447	144916335	19251021	17893275
273828	280020		07/01/2009	06/30/2010	02/02/2012	02/02/2012	1	2009	v1996	265	560284944	236980995	323303949	214919530	34456524	38284804	264229246	15253	5440	1400	54518283	74752	555 SOUTH 70TH STREET	LINCOLN	NE	68510-9904	LANCASTER	SAINT ELIZABETH REGIONAL MEDICAL CEN		.340244	5500634	6103122	108105011	2874107	46817134	668855	21450486		39236839		52206725	19325466	343386512	216897832	61966963	56332045
273829	370093		09/01/2009	08/31/2010	02/02/2012	02/01/2012	1	2009	v1996	634	2298676186	647024905	1651651281	628202610	127858405	249173918	1055609677	26048	4119	10387	76515778	74414	N.E. 13TH AT LINCOLN BLVD	OKLAHOMA CITY	OK	73104	OKLAHOMA	OU MEDICAL CENTER	361861133	.198306	24530859	181879	242215988	2123932	63332834	7377247	41883845		120211219	7534894	201660779	55815025	1494454726	818924367	59785813	54097898
273830	430015		07/01/2009	06/30/2010	02/02/2012	02/01/2012	1	2009	v1996	60	95499554	43063985	52435569	38993031	6039104	1096080	39559589	2270	693	581	5409479	7650	800 EAST DAKOTA	PIERRE	SD	57501	HUGHES	ST. MARY S HEALTHCARE CENTER		.324278	1625911	2178464	21653839						40259674		9867953	5959101	34413323	49254846	5489802	5099878
273831	440228		06/01/2009	05/31/2010	02/02/2012	02/01/2012	1	2009	v1996	100	416554953	74879778	341675175	65081667	33298528	14812426	204118316	6072	2147	5	18701804	26045	2986 KATE BOND ROAD	BARTLETT	TN	38133	SHELBY	ST. FRANCIS BARTLETT MED CTR	7050512	.153861	1480640	-527	56886362	2480	6340749	5097	178997	88465	15513431		12915300	5520459	253428374	163879064	19684006	17819511
273832	450099		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	32	104132208	39987816	64144392	34967069	4903510	2650175	42419361	2107	987	255	7011410		ONE MEDICAL PLAZA	PAMPA	TX	79065	GRAY	PAMPA REGIONAL MEDICAL CENTER	1442732	.281756	370849	-442952	20493537						6099044		10162910	3874887	55852485	46833876	8001921	7399676
273833	450403		09/01/2009	08/31/2010	02/02/2012	02/01/2012	1	2009	v1996	171	785750532	160662008	625088524	197401370	86986269	15485304	377943093	10085	3220	583	29656591	12467	4500 MEDICAL CENTER DRIVE	MCKINNEY	TX	75069	COLLIN	NO.CENTRAL MED.CTR. LP	75685581	.167242	11602552	40168	54430413	4286628	11994962	1690240	14671223		41254681	3821595	25579624	10504292	506199679	279125117	32690524	29827994
273834	450662		04/01/2009	03/31/2010	02/02/2012	02/01/2012	1	2009	v1996	214	628348042	133205061	495142981	112137367	37170223	21967600	361606635	8212	2309	1986	32122096	7452	100 ALTON GLOOR BLVD	BROWNSVILLE	TX	78526	CAMERON	VALLEY REGIONAL MEDICAL CENTER	49740723	.144994	2113853	1779	28855936	2453895	4128373	1656234	16607518		20029317	4977390	19059873	8418588	431511698	196836344	27157358	24777512
273835	450672		02/01/2009	01/31/2010	02/02/2012	02/01/2012	1	2009	v1996	219	1027409757	244511278	782898479	228871600	93517324	33345923	659768185	11293	5359	285	68662207	63792	900 EIGHTH AVENUE	FORT WORTH	TX	76104	TARRANT	PLAZA MEDICAL CTR FT WORTH	36231479	.180816	10334524	17418	87004692	902284	21013450	5545934	15588579		49505235	5994160	40326529	16373090	803151399	224258358	72149991	64591898
273836	450694		04/01/2009	03/31/2010	02/02/2012	02/01/2012	1	2009	v1996	30	23029415	8354420	14674995	14200152	952168	89893	5445637	742	502	10	2718880	1825	303 SANDY CORNER ROAD	EL CAMPO	TX	77437	WHARTON	WEST WHARTON COUNTY HOSPITAL DIST	3915375	.54983		676726	3292373								3015536	3363448	7057393	15612495	2593527	2426188
273837	450804		01/01/2009	12/31/2009	02/02/2012	02/01/2012	2	2009	v1996	49	316089578	99363059	216726519	70930837	10408531	16508	137560761	2629	936	21	10496125		7401 SOUTH MAIN STREET	HOUSTON	TX	77030	HARRIS	TEXAS ORTHOPEDIC HOSPITA	2136860	.193088	1040329	-106560	34184563	179133	14073841	752200	4149139		13707550	1609477	15859286	7557645	148008253	168081325	10486587	9738688
273839	360002		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	60	134728847	76243124	58485723	68382129	4295085	993666	32446725	2437	1089	119	8540365		1025 CENTER STREET	ASHLAND	OH	44805-4098	ASHLAND	SAMARITAN REGIONAL HEALTH SYSTEM	6081312	.425475	2622236	13782737	35850850	1775638	8160799		16171074		21376074		24510264	17425131	40035129	94292016	10835730	10060077
273842	360071		01/01/2009	12/31/2009	02/02/2012	02/01/2012	1	2009	v1996	99	78907769	41367287	37540482	37464079	9505831	933137	15775217	2073	739	87	5597857		1250 S. WASHINGTON ST.	VAN WERT	OH	45891	VAN WERT	VAN WERT COUNTY HOSPITAL		.461645	2141961	1556478	17319355	237278	12992590		18052548				9735162	5191774	28183437	47152976	7369486	6916454
273844	360084		12/28/2008	12/26/2009	02/02/2012	02/01/2012	1	2009	v1996	457	767244863	443650000	323594863	440722000	40622622	46666397	323852672	26947	7087	924	74330349	69426	2600 SIXTH STREET S.W.	CANTON	OH	44710	STARK	AULTMAN HOSPITAL	50650329	.462693	49527056	10149000	243667000	4670161	53719138		50315748		82818691		62523000	-4991492	435762411	331482451	61760029	56801970
273845	360089		01/01/2009	12/31/2009	02/02/2012	02/01/2012	5	2009	v1996	44	110926894	51922235	59004659	51242747	9888529	1240750	19954038	2180	1144	254	7298493		45 ST. LAWRENCE DR	TIFFIN	OH	44883	SENECA	MERCY HOSPITAL TIFFIN	4316752	.407808	133771	2703397	66737403	447408	5484184				13544338		13293462	6444616	32442540	72669083	8514153	6971295
273847	360101		01/01/2009	12/31/2009	02/02/2012	02/01/2012	5	2009	v1996	136	274803867	72664240	202139627	112600355	29080508	15981477	113815413	8413	2054	3126	24006196	58192	13951 TERRACE ROAD	EAST CLEVELAND	OH	44112	CUYAHOGA	HURON HOSPITAL	36822175	.311565	5055340	12217	20618207		9968094	44201			9242859		20651092	15194173	164656705	110147110	15747807	14676718
273851	261320		10/01/2008	09/30/2009	02/03/2012	02/03/2012	4	2009	v1996	25	81573538	26838862	54734676	29734462	5915151		17772875	1319	746	111			15TH AND STATE STREETS	LEXINGTON	MO	64067	LAFAYETTE	LAFAYETTE REGIONALHEALTH CENTER			1865953	4653	4975040	29286	218507	1158003	96733		3069405	1269520	3881673	1805871	23690582	49912584	3946375	
273861	180102		01/01/2009	12/31/2009	02/03/2012	02/02/2012	1	2009	v1996	199	449908941	172964251	276944690	166886749	17310282	23563200	182146691	10028	5340	656	41962033	45518	1530 LONE OAK RD.	PADUCAH	KY	42003	MCCRACKEN	LOURDES HOSPITAL INC	11128077	.314024	14781405	15670161	62925303	2758236	43934799		26946220		54875761	1922188	96121930	24638725	241546430	172508994	45631600	41848011
273863	180104		09/01/2009	08/31/2010	02/03/2012	02/02/2012	5	2009	v1996	271	674554484	243910067	430644417	240432944	30787298	21482794	278726197	15342	7614	3059	62397228	75179	2501 KENTUCKY AVENUE	PADUCAH	KY	42003	MCCRACKEN	WESTERN BAPTIST HOSPITAL		.289345	15317507	14896466	141494452	5357970	59543449	21480981	12503349		97899226		56354517	23757940	334266079	340253060	68842932	64239922
273864	180105		03/01/2009	02/28/2010	02/03/2012	02/01/2012	1	2009	v1996	49	36617527	18735872	17881655	18432998	5037868		8844901	2365	1165	573	7170116	14524	529 CAPP HARLAN ROAD	TOMPKINSVILLE	KY	42178	MONROE	MONROE COUNTY MEDICAL CENTER		.419519		905008	14133918						14601742		8315587	1029787	15210241	18233006	4635298	4236046
273866	450078		04/01/2009	03/31/2010	02/03/2012	02/03/2012	5	2009	v1996	21	10006166	5888055	4118111	7531143	901852		4387323	568	433	19	2730260		101 AVENUE J	ANSON	TX	79501	JONES	ANSON GENERAL HOSPITAL	1193855	.59366		386269	1131571	19015	1757852		113085		1931241		1807095	484707	6356360	3265865	1804537	1697673
273867	450051		07/01/2009	06/30/2010	02/03/2012	02/01/2012	5	2009	v1996	428	1033281103	386277183	647003920	345704740	61223235	64394926	532313269	18015	5081	2199	84759937	50121	1441 NORTH BECKLEY AVENUE	DALLAS	TX	75203	DALLAS	METHODIST DALLAS MEDICAL CENTER	160034740	.276863	8656301	948353	87052129	8229912	73654423		41448954		88129865	4670904	62787606	13235032	650091631	359352389	69116477	64346976
273869	450690		09/01/2009	08/31/2010	02/03/2012	02/01/2012	1	2009	v1996	116	160889018	63188346	97700672	132132797	10087899	4013012	49023928	2407	1169	161	13152210	4573	11937 US HIGHWAY 271	TYLER	TX	75710	SMITH	UT HEALTH CENTER AT TYLER	4822937	.432884	5337169	17966878									31423814	10265420	63124944	65857843	12941218	11915732
273870	450032		10/01/2008	09/30/2009	02/03/2012	02/02/2012	1	2009	v1996	129	217812503	55742977	162069526	56561396	14706908	4407877	60324222	3519	1446	349	11295707	26501	811 SOUTH WASHINGTON	MARSHALL	TX	75670	HARRISON	MARSHALL REGIONAL MEDICAL CENTER	25015269	.22848	24398224	4326351	28209860	22117	1732368	542			42312429		27250494	7099594	91818147	123925271	12230912	10871772
273871	450565		10/01/2008	09/30/2009	02/03/2012	02/02/2012	1	2009	v1996	48	74769165	27157724	47611441	32875656	6614828	2185546	18982078	2143	874	217	6868838	58220	400 SW 25TH AVENUE	MINERAL WELLS	TX	76067	PALO PINTO	PALO PINTO GENERAL HOSPITAL		.40231		5701055	14374430	162189	9089942		2524209		14907479		13216711	5855242	29605190	44074570	7177525	6660199
